config,seed,epoch,h_alpha,rho,s_tau,train_loss,val_acc
full,48,4,0.42470094095269106,1.2001674381038643,0.08810710906982422,0.39504708248492093,0.7947548460661346
full,48,5,0.4220044790625991,1.0150204347805634,0.09572601318359375,0.4323212324124962,0.7628278221208666
full,48,6,0.4582010200197856,1.3687071985622299,0.0883479118347168,0.3901089811656046,0.7936145952109465
full,48,7,0.44697191615916976,1.3485674177359102,0.09880638122558594,0.3808684452784552,0.7730900798175598
full,48,8,0.44379482526224645,1.5965701463508881,0.08795738220214844,0.35439216207027674,0.7696693272519954
full,48,9,0.4252901657698002,1.3767090360931513,0.06891870498657227,0.36309404720690325,0.7913340935005702
full,48,10,0.4435294666275639,1.0720837886139725,0.07872390747070312,0.3547377903743965,0.7913340935005702
full,48,11,0.4503967177004087,1.2792261497163073,0.09046745300292969,0.3519912969965597,0.7856328392246295
full,48,12,0.42120925234984685,1.159161670795966,0.06273841857910156,0.3549194559344101,0.7924743443557583
full,48,13,0.398295052175634,1.4995917929199436,0.11018610000610352,0.369130317504062,0.7924743443557583
full,48,14,0.4148675405853505,1.4043683208044406,0.07555866241455078,0.3747693575663796,0.6727480045610034
full,49,0,0.40766569162587746,3.2264466774306158,0.0986185073852539,1.1993841167482102,0.6704675028506272
full,49,1,0.5457223051575129,2.715228730801814,0.07952737808227539,0.47871320024243547,0.7833523375142531
full,49,2,0.3525117788371296,1.801632445873497,0.0849609375,0.42305658078749225,0.7046750285062714
full,49,3,0.37623923454530617,1.868097270175221,0.08667659759521484,0.44750680460100073,0.7799315849486887
full,49,4,0.3256006026585673,2.0802770942983573,0.11524248123168945,0.37660001810080473,0.7879133409350056
full,49,5,0.3548807250194947,2.6933373662440068,0.11410665512084961,0.36513788273385334,0.7822120866590649
full,49,6,0.3563934618902308,2.4458353131839257,0.09912347793579102,0.3543459381511085,0.7696693272519954
full,49,7,0.3673755615180412,2.3628997830203984,0.11804008483886719,0.3648926496623942,0.7400228050171037
full,49,8,0.357893965273815,2.3883329859692664,0.09602642059326172,0.39267570569365107,0.7787913340935005
full,49,9,0.35079848705308686,2.438499414998427,0.10253238677978516,0.344746976425935,0.7867730900798175
full,49,10,0.375228630022299,2.3804554609024526,0.1062769889831543,0.35015040663397423,0.7947548460661346
full,49,11,0.36199794235452376,1.8869743821149254,0.12193536758422852,0.36916484794938215,0.7890535917901939
full,49,12,0.4013049913767569,2.7989358521224688,0.1000666618347168,0.3442492467020193,0.7958950969213227
full,49,13,0.42927036749551406,3.079685088590683,0.09337139129638672,0.3401798874538726,0.7856328392246295
full,49,14,0.43068966494646893,1.8570102246616664,0.08899402618408203,0.350019827536799,0.8038768529076397
full,49,15,0.504114374517005,2.505398927532795,0.09545564651489258,0.36070215790710297,0.7890535917901939
full,49,16,0.47970915937686875,2.570717251081816,0.10736989974975586,0.337097226125389,0.798175598631699
full,49,17,0.5129867707949107,2.5519871452644938,0.108367919921875,0.32592482972348985,0.7947548460661346
full,49,18,0.4809131393308087,2.261717996499876,0.09488439559936523,0.34130166956381924,0.7924743443557583
full,49,19,0.4336828672338813,1.7479977011630168,0.10305452346801758,0.3401170769243708,0.8015963511972634
full,49,20,0.4516052299714655,2.009902816968345,0.12388038635253906,0.3397339814419668,0.8050171037628279
full,49,21,0.4596398373791834,2.4153466900453853,0.10440444946289062,0.31525425451134004,0.7970353477765109
full,49,22,0.41059648469397636,2.9544039548284804,0.12099933624267578,0.32348910070139403,0.7947548460661346
full,49,23,0.37269998945834276,2.2103601379289084,0.11731863021850586,0.3376633190671347,0.7947548460661346
full,49,24,0.4153636839130372,1.7368002547240318,0.10946178436279297,0.31687964114093164,0.806157354618016
full,49,25,0.38828071230999217,1.9203480533370816,0.11631107330322266,0.30737003366369153,0.7958950969213227
full,49,26,0.3949621048057027,1.9100546916424674,0.10784387588500977,0.3178560331899693,0.7913340935005702
full,49,27,0.36794083740930156,1.586997100754659,0.11120986938476562,0.3157620740279622,0.8004561003420753
full,49,28,0.38011639721132007,2.398162156691181,0.0984187126159668,0.3025984269708587,0.8015963511972634
full,49,29,0.3751288458311164,2.569100488266277,0.12336111068725586,0.31074858246667586,0.7320410490307868
full,49,30,0.39843943726958175,1.8783079142932038,0.11574125289916992,0.3148904130136133,0.7924743443557583
full,49,31,0.385992831432313,1.9701288360646054,0.11182165145874023,0.30785094184572886,0.6636259977194983
full,49,32,0.3883878802761035,2.771274417376053,0.10463523864746094,0.323254135024979,0.8027366020524516
full,49,33,0.4785799774230689,2.1502960988937465,0.10815858840942383,0.35767665760103107,0.7719498289623717
full,49,34,0.4804138490648068,1.783548512748586,0.10712909698486328,0.32205659946002874,0.798175598631699
full,50,0,0.4179348613878748,3.8411360946314934,0.10228395462036133,1.2030837287333087,0.7810718358038768
full,50,1,0.36849856487449195,2.6299063122576496,0.13385915756225586,0.4667927395546856,0.7844925883694412
full,50,2,0.4097991933428147,1.9662315826924306,0.1257038116455078,0.41926344811000266,0.7822120866590649
full,50,3,0.36651457130613363,2.1070845373703904,0.11081600189208984,0.40590188765679486,0.7776510832383124
full,50,4,0.35966703555042556,1.2960025535318507,0.12014198303222656,0.38704339605070426,0.8050171037628279
full,50,5,0.391684951045572,1.9242657771396172,0.1195216178894043,0.36591219195766383,0.798175598631699
full,50,6,0.3953924193564115,2.2442622604236018,0.11244630813598633,0.3452045155682656,0.7993158494868872
full,50,7,0.4281282582923394,2.7466125376077564,0.10741949081420898,0.3647238915665172,0.774230330672748
full,50,8,0.4408367901427388,2.4955508761644913,0.11488103866577148,0.36594218328912836,0.7947548460661346
full,50,9,0.42123178426997676,2.4867553627641366,0.08733749389648438,0.3634699642746887,0.7776510832383124
full,50,10,0.3683089109421146,1.356821942560727,0.09148168563842773,0.36562745170423044,0.7776510832383124
full,50,11,0.42403502845896013,1.6816827074858076,0.10201692581176758,0.3630436909009634,0.7822120866590649
full,50,12,0.3865378737818004,1.590535641600928,0.08104944229125977,0.3439144143002661,0.7947548460661346
full,50,13,0.3138069873407448,1.4166825448119835,0.09270238876342773,0.3536224584503817,0.7936145952109465
full,50,14,0.2732468918850884,1.6527261985747224,0.07658147811889648,0.33397547874819483,0.8004561003420753
full,51,0,0.3522578056393061,3.672059414169889,0.08604907989501953,1.1912573997668245,0.7753705815279361
full,51,1,0.4843978872598711,2.8754959121434718,0.09656238555908203,0.4702235475056941,0.7514253135689852
full,51,2,0.43069060460008396,2.4158812244720913,0.0756673812866211,0.4584057296805885,0.7958950969213227
full,51,3,0.46731468985177754,2.735249218589966,0.06929826736450195,0.407675138132136,0.7708095781071835
full,51,4,0.5166068753840916,2.269817485601211,0.08787727355957031,0.3865403728314893,0.790193842645382
full,51,5,0.4824684159629497,1.730878943789753,0.08607006072998047,0.3699267711093299,0.7867730900798175
full,51,6,0.5047287418689761,3.4432808079065516,0.0803990364074707,0.3511141385545102,0.8038768529076397
full,51,7,0.5057961878431942,3.2766368694590335,0.09883451461791992,0.36691252202401375,0.7879133409350056
full,51,8,0.42808801026406074,3.6323114252773823,0.08367729187011719,0.35917849317894873,0.7776510832383124
full,51,9,0.48323288824459926,3.1421709609847897,0.0889277458190918,0.3947987136240341,0.7639680729760547
full,51,10,0.47792903595436326,1.5969916599374905,0.09968137741088867,0.35890685754006724,0.7958950969213227
full,51,11,0.511895968746546,2.1462306800874886,0.08976411819458008,0.35356905329446126,0.7856328392246295
full,51,12,0.4759586424619577,1.9168646860006395,0.08542156219482422,0.33205789116330825,0.7958950969213227
full,51,13,0.48698047876097905,1.8502120110040394,0.09136199951171875,0.3358194855220494,0.798175598631699
full,51,14,0.6220821724240824,1.4656206870136583,0.08229446411132812,0.3625726738836603,0.7833523375142531
full,51,15,0.455765735757259,1.9076448406376216,0.07816886901855469,0.35414050792075646,0.7594070695553021
full,51,16,0.5281193090324706,2.0130740218716796,0.08384227752685547,0.3570801378419391,0.7856328392246295
wo_dynamic_gating,42,0,0.4306288098940525,2.406102645026049,0.1497802734375,1.243187184433093,0.6476624857468644
wo_dynamic_gating,42,1,0.3940140652415206,1.9732255747211591,0.24444580078125,0.48659528424731563,0.7776510832383124
wo_dynamic_gating,42,2,0.4826007797584255,1.8962633074995008,0.2930908203125,0.42844328108434343,0.7867730900798175
wo_dynamic_gating,42,3,0.4159183567044279,1.7415578600396653,0.2900390625,0.3961881681072517,0.7787913340935005
wo_dynamic_gating,42,4,0.4438836216247931,2.1414106417315275,0.2999267578125,0.3854261802811403,0.7879133409350056
wo_dynamic_gating,42,5,0.42414512522554193,2.383625345481558,0.31170654296875,0.38096147819976733,0.7822120866590649
wo_dynamic_gating,42,6,0.5623821433868619,2.0999802839530703,0.2608642578125,0.3686761599575226,0.7958950969213227
wo_dynamic_gating,42,7,0.542827796690158,2.494643622806499,0.2769775390625,0.3423528270551221,0.7879133409350056
wo_dynamic_gating,42,8,0.47473035473327735,2.106518291128081,0.369049072265625,0.3502797033743038,0.7810718358038768
wo_dynamic_gating,42,9,0.49613841054242946,2.246928346179054,0.36865234375,0.33768615039433947,0.7890535917901939
wo_dynamic_gating,42,10,0.4692431975235676,1.3952366623882124,0.27301025390625,0.38354993596429215,0.7947548460661346
wo_dynamic_gating,42,11,0.5106388224555367,1.995513777626912,0.245574951171875,0.34998115193861573,0.7765108323831242
wo_dynamic_gating,42,12,0.4975526474597682,2.2875459952187382,0.272796630859375,0.33518172031103177,0.7879133409350056
wo_dynamic_gating,42,13,0.47470435017073354,2.499077260731823,0.238250732421875,0.3266363474302618,0.7890535917901939
wo_dynamic_gating,42,14,0.5223139808325584,1.8050916754944795,0.253631591796875,0.32609699940586895,0.7924743443557583
wo_dynamic_gating,42,15,0.4650833165911963,2.2121653402043986,0.2030029296875,0.3348329427163082,0.7924743443557583
wo_dynamic_gating,42,16,0.4838359661669402,1.6750051734142932,0.17779541015625,0.3412180615937172,0.8015963511972634
wo_dynamic_gating,42,17,0.42390383573829027,1.4719199499330289,0.252471923828125,0.34404139021983166,0.7993158494868872
wo_dynamic_gating,42,18,0.3841123997372704,2.318756470186261,0.304107666015625,0.32068563110472603,0.790193842645382
wo_dynamic_gating,42,19,0.3920321036434003,2.4223957799850795,0.326385498046875,0.33322157715592693,0.7822120866590649
wo_dynamic_gating,42,20,0.5723620194327987,1.8031212571526112,0.340576171875,0.36393679104409243,0.8027366020524516
wo_dynamic_gating,42,21,0.49393513134072575,1.6121537669532613,0.310638427734375,0.32851913936314275,0.8004561003420753
