cell,config,seed,accuracy,macro_f1,rho_last,H_alpha,alpha_tvar,epochs_run,perm_null_z,deg_gaussian_noise_snr20,deg_gaussian_noise_snr10,deg_drift,deg_bias,deg_stuck,deg_dropout,deg_downsample
B,wo_gating,50,0.9920634920634921,0.9920764982502186,1.3600134387807565,0.48803265669850915,0.07098554819822311,29,156.7140050789234,0.9902998236331569,0.9206349206349206,0.8421516754850088,0.9753086419753086,0.9523809523809523,0.9911816578483245,0.9329805996472663
B,wo_gating,51,0.9929453262786596,0.9929049248815941,0.7018179425905332,0.33226361951723105,0.07994936406612396,15,161.31552368913276,0.9929453262786596,0.9312169312169312,0.8783068783068783,0.9638447971781305,0.9559082892416225,0.9894179894179894,0.9347442680776014
B,wo_spectral,42,0.9947089947089947,0.9947076504918593,,,,24,,0.9938271604938271,0.9594356261022927,0.6119929453262787,0.9091710758377425,0.9603174603174603,0.9911816578483245,0.8818342151675485
B,wo_spectral,43,0.9982363315696648,0.9982358870967742,,,,23,,0.9991181657848325,0.9876543209876543,0.8447971781305115,0.9197530864197531,0.9700176366843033,0.9982363315696648,0.8835978835978836
B,wo_spectral,44,1.0,1.0,,,,23,,1.0,0.9320987654320988,0.8800705467372134,0.908289241622575,0.9647266313932981,0.9991181657848325,0.8871252204585538
B,wo_spectral,45,1.0,1.0,,,,19,,1.0,0.9303350970017636,0.8395061728395061,0.9038800705467372,0.9594356261022927,0.9982363315696648,0.8880070546737213
B,wo_spectral,46,0.9973544973544973,0.9973471622498801,,,,17,,0.9973544973544973,0.9497354497354498,0.753968253968254,0.8791887125220459,0.9620811287477954,0.9973544973544973,0.8844797178130511
B,wo_spectral,47,0.9982363315696648,0.9982430555555557,,,,18,,0.9991181657848325,0.9215167548500882,0.6472663139329806,0.900352733686067,0.9462081128747796,0.9973544973544973,0.8853615520282186
B,wo_spectral,48,0.9991181657848325,0.9991181102362204,,,,18,,0.9982363315696648,0.9320987654320988,0.8721340388007055,0.8959435626102292,0.9585537918871252,0.9973544973544973,0.8871252204585538
B,wo_spectral,49,0.9991181657848325,0.9991181102362204,,,,18,,1.0,0.9382716049382716,0.9409171075837742,0.8950617283950617,0.9514991181657848,0.9982363315696648,0.8880070546737213
B,wo_spectral,50,0.9991181657848325,0.9991181102362204,,,,19,,0.9991181657848325,0.9417989417989417,0.7283950617283951,0.8932980599647267,0.9488536155202821,0.9982363315696648,0.8871252204585538
B,wo_spectral,51,1.0,1.0,,,,21,,0.9982363315696648,0.9753086419753086,0.9391534391534392,0.8880070546737213,0.9691358024691358,0.9964726631393298,0.8853615520282186
B,wo_temporal,42,0.9056437389770723,0.9031844289474331,,,,28,,0.900352733686067,0.7266313932980599,0.8324514991181657,0.9056437389770723,0.8148148148148148,0.8941798941798942,0.8474426807760141
B,wo_temporal,43,0.9171075837742504,0.918214762169127,,,,49,,0.91005291005291,0.7592592592592593,0.7574955908289241,0.9171075837742504,0.8218694885361552,0.9074074074074074,0.8412698412698413
B,wo_temporal,44,0.9135802469135802,0.9113859610502237,,,,26,,0.908289241622575,0.7848324514991182,0.818342151675485,0.9135802469135802,0.8271604938271605,0.9074074074074074,0.8544973544973545
B,wo_temporal,45,0.9074074074074074,0.9031443976636712,,,,29,,0.8897707231040565,0.7072310405643739,0.7486772486772487,0.9074074074074074,0.8015873015873016,0.8791887125220459,0.8289241622574955
B,wo_temporal,46,0.9047619047619048,0.901022998688931,,,,27,,0.8968253968253969,0.7239858906525574,0.7698412698412699,0.9047619047619048,0.8253968253968254,0.8800705467372134,0.8395061728395061
